question,answer
"Min masih menungu validasi untuk pendaftaran pemutakhiran ATT IV Manajemen atas nama Theo, Nomor Peserta 8840205632","Mohon maaf atas ketidaknyamanannya, Pak/Bu. Proses validasi berkas memerlukan waktu maksimal 3x24 jam pada hari dan jam kerja. 

Saat ini terdapat banyak antrean berkas yang sedang diproses sehingga waktu validasi menyesuaikan dengan urutan antrean yang masuk. Mohon Bapak/Ibu dapat melakukan pengecekan secara berkala pada akun dan email untuk melihat status berkas.

Mohon dipastikan kembali bahwa seluruh dokumen yang diunggah sudah sesuai dengan ketentuan. Jika terdapat penolakan, silakan cek koreksi dari admin pada akun di bagian keterangan penolakan serta pada email, kemudian lakukan pembaruan dan unggah ulang dokumen yang diminta.

Jika sudah melewati waktu tersebut, Bapak/Ibu dapat menghubungi helpdesk melalui akun atau menghubungi admin di 0811-1707-1205.

Terima kasih telah setia menunggu. 😊
"
" pak/bu.
Mau tanya untuk pendaftaran diklat pandu tk II. Boleh saya minta nomor adminnya","Berikut persyaratan Pandu Tingkat II ya 

1. Buku Pelaut (scan asli) *
2. Bukti Masa Layar dari Syahbandar minimal 3 tahun (kapal ≥ GT 1000 sebagai Nakhoda/Mualim) (scan asli) *
3. Hasil Medical Check Up (MCU) yang masih berlaku dari RS Pemerintah yang di-approve Ditjen Hubla (scan asli) *
4. Ijazah Pelaut Ahli Nautika minimal ANT-III (scan asli) *
5. KTP (scan asli) *
6. Pas foto terbaru 3x4 (format jpg/jpeg/png, background sesuai jurusan) *
7. Sertifikat Kesehatan (medical certificate) dari RS Pemerintah yang ditunjuk Ditjen Hubla *
8. Surat Keterangan Sehat dari RS Pemerintah yang di-approve Ditjen Hubla (scan asli) *
9. Surat Pernyataan Diklat Fungsional *

Keterangan: semua berkas wajib diunggah ya kak.

Untuk pedoman pelatihan mengacu pada Permenhub No. 57 Tahun 2015, dengan durasi ±117 hari pembelajaran (±1165 JP).

Untuk informasi lebih lanjut, dapat langsung menghubungi penyelenggara diklat fungsional di nomor +62 877-8484-5184  🙏
"
Siang kak. Mau tanya untuk pasis ATT-III periode 10 total keseluruhan berapa bulan ya kak ? Dan untuk daringnya berapa bulan offlinenya berapa bulan. Terimakasih," untuk DP III 6 bulan masa belajarnya ya, perkiraan daringnya selama 4.5 bulan dan 1.5 bulan terakhir tatap muka untuk pelaksanaan pembelajaran praktek dan ujian. Demikian kami informasikan, terimak kasih."
", Saya kan mengikuti diklat rating forming deck yang di laksanakan tanggal 05-02-2024 mau tanya itu pembelajarannya online atau tatap muka ya, Soalnya saya gaada kabar dari pihak bp2tl nya","Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
" bapak/ibu ijin tanya saya mau buat id peserta tapi belum dapat id peserta, sudah berkali kali kirim tapi tidak ada respon, mohon arahan dan pencerahannya 🙏",Berkaitan dengan hal tersebut silahkan hubungi admin di nomor  0811-1707-1205
"Sudah 2 hari blm di vertifikasi pak,
Nomor peserta: 3805947278
Email: florendomose@gmail.com
Nik: 7109022509940002

Ini pak tolong segera direspon 🙏","Mohon maaf atas ketidaknyamanannya, Pak/Bu. Proses validasi berkas memerlukan waktu maksimal 3x24 jam pada hari dan jam kerja. 

Saat ini terdapat banyak antrean berkas yang sedang diproses sehingga waktu validasi menyesuaikan dengan urutan antrean yang masuk. Mohon Bapak/Ibu dapat melakukan pengecekan secara berkala pada akun dan email untuk melihat status berkas.

Mohon dipastikan kembali bahwa seluruh dokumen yang diunggah sudah sesuai dengan ketentuan. Jika terdapat penolakan, silakan cek koreksi dari admin pada akun di bagian keterangan penolakan serta pada email, kemudian lakukan pembaruan dan unggah ulang dokumen yang diminta.

Jika sudah melewati waktu tersebut, Bapak/Ibu dapat menghubungi helpdesk melalui akun atau menghubungi admin di 0811-1707-1205.

Terima kasih telah setia menunggu. 😊
"
Perihal revalidasi SCRB saya sudah bisa di ambil atau belum an Rikky Cahyo Putra,"Sertifikat online biasanya terbit kurang lebih ±1 bulan setelah pembelajran ya kak. Jika sudah online, barulah sertifikat fisik bisa diambil 🙏

Untuk pengecekan sertifikat secara online, silakan kunjungi:
⛵http://pelaut.dephub.go.id

Langkah pengecekan:

1. Klik menu Verifikasi/Verification
2. Masukkan nomor sertifikat (10 digit kode pelaut + kode sertifikat + kode lembaga (53) + tahun terbit)
3. Untuk kolom pertama digunakan khusus pengecekan BST, selain itu bisa dikosongkan

Keterangan:
Kode lembaga: 53 (BP2TL Jakarta)

Apabila lebih dari waktu tersebut belum muncul, silakan hubungi helpdesk di akun peserta atau admin di 0811-1707-1205 ya kak 🙏😊
"
"Saya daftar sdsd, Ini duduknya tgl 3 sampe tgl 5, Tapi kenapa ga masuk grup","Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
", Saya registrasi nommor peserta kok gak di kirim ya nomor peserta nya"," 

Silakan dicek terlebih dahulu folder spam/junk email ya kak, dan pastikan email yang didaftarkan sudah benar.

Apabila masih belum menerima nomor peserta, mohon diinformasikan kembali NIK dan Nama Lengkap ke admin untuk ditindaklanjuti lebih lanjut melalui nomor WhatsApp admin 📞 0811-1707-1205 ya kak 

Terima kasih 🙏"
Min minta bantuan nya salah masuk in tanggal lahir,silahkan diinformasikan untuk tanggal lahir yang benarnya ya ke admin di nomor 0811-1707-1205
"Min updating an3 manajemen bulan desember belom online kah?
","Sertifikat online biasanya terbit kurang lebih ±1 bulan setelah pembelajran ya kak. Jika sudah online, barulah sertifikat fisik bisa diambil 🙏

Untuk pengecekan sertifikat secara online, silakan kunjungi:
⛵http://pelaut.dephub.go.id

Langkah pengecekan:

1. Klik menu Verifikasi/Verification
2. Masukkan nomor sertifikat (10 digit kode pelaut + kode sertifikat + kode lembaga (53) + tahun terbit)
3. Untuk kolom pertama digunakan khusus pengecekan BST, selain itu bisa dikosongkan

Keterangan:
Kode lembaga: 53 (BP2TL Jakarta)

Apabila lebih dari waktu tersebut belum muncul, silakan hubungi admin di 0811-1707-1205 ya kak 🙏😊
"
" kak admin🙏
Maaf mau nanya kak,
Saya kemarin daftar diktram GMDSS di BP2TL
Tapi belum tau apa pelajaranya dilakukan secara daring atau tatap muka🙏
Mohon infonya kak, soalnya saya lagi di kampung
Kalau misal daring, saya gak ke jakarta lagi
Soalnya jadwalnya hari senin ini🙏","Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
" admin..mau tanya untuk diklat pemuktahiran att v apakah masih online?.
Soalnya jadwal diklat saya hari ini admin..thanks","Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
Siang min. Nomor loket pendaftaran ada ga ya? Saya ada kelas DP 3 priode minggu ini belum masuk grup,"Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
"Min.mau tnyk
Klau mau reval bst tpi pkek surat kshatan dri puskesmas apa bsa ya?","Terkait persyaratan surat keterangan dokter dan MCU, dokumen harus dikeluarkan oleh Rumah Sakit/Klinik yang ter-approve DJPL ya kak.

Berikut link daftar RS/Klinik yang dapat digunakan:
https://bkkp.dephub.go.id/index.php/pages/rsik

Selain itu, dokter pemeriksa juga harus dokter yang ter-approve DJPL. Daftar dokter yang diakui dapat dicek pada link berikut:
https://bkkp.dephub.go.id/index.php/pages/dokter

Mohon dipastikan juga surat yang diunggah masih berlaku (tidak expired) ya kak. Terima kasih 🙏
"
", Mohon dibantu min untuk sertifikat sso saya sudah bisa di ambil belum ?","Sertifikat online biasanya terbit kurang lebih ±1 bulan setelah pembelajran ya kak. Jika sudah online, barulah sertifikat fisik bisa diambil 🙏

Untuk pengecekan sertifikat secara online, silakan kunjungi:
⛵http://pelaut.dephub.go.id

Langkah pengecekan:

1. Klik menu Verifikasi/Verification
2. Masukkan nomor sertifikat (10 digit kode pelaut + kode sertifikat + kode lembaga (53) + tahun terbit)
3. Untuk kolom pertama digunakan khusus pengecekan BST, selain itu bisa dikosongkan

Keterangan:
Kode lembaga: 53 (BP2TL Jakarta)

Apabila lebih dari waktu tersebut belum muncul, silakan hubungi helpdesk di akun peserta atau admin di 0811-1707-1205 ya kak 🙏😊
"
"Kok blom di ACC punya saya yaa pak, udah 2 hari saya upload (Berkas Kesehatan)","Mohon maaf atas ketidaknyamanannya, Pak/Bu. Proses validasi berkas memerlukan waktu maksimal 3x24 jam pada hari dan jam kerja. 

Saat ini terdapat banyak antrean berkas yang sedang diproses sehingga waktu validasi menyesuaikan dengan urutan antrean yang masuk. Mohon Bapak/Ibu dapat melakukan pengecekan secara berkala pada akun dan email untuk melihat status berkas.

Mohon dipastikan kembali bahwa seluruh dokumen yang diunggah sudah sesuai dengan ketentuan. Jika terdapat penolakan, silakan cek koreksi dari admin pada akun di bagian keterangan penolakan serta pada email, kemudian lakukan pembaruan dan unggah ulang dokumen yang diminta.

Jika sudah melewati waktu tersebut, Bapak/Ibu dapat menghubungi helpdesk melalui akun atau menghubungi admin di 0811-1707-1205.

Terima kasih telah setia menunggu. 😊
"
" kak, saya diklat SAT SDSD AFF belum ada info dari adminnya, informasi apakah sertifikat sudah jadi atau belum","Sertifikat online biasanya terbit kurang lebih ±1 bulan setelah pembelajran ya kak. Jika sudah online, barulah sertifikat fisik bisa diambil 🙏

Untuk pengecekan sertifikat secara online, silakan kunjungi:
⛵http://pelaut.dephub.go.id

Langkah pengecekan:

1. Klik menu Verifikasi/Verification
2. Masukkan nomor sertifikat (10 digit kode pelaut + kode sertifikat + kode lembaga (53) + tahun terbit)
3. Untuk kolom pertama digunakan khusus pengecekan BST, selain itu bisa dikosongkan

Keterangan:
Kode lembaga: 53 (BP2TL Jakarta)

Apabila lebih dari waktu tersebut belum muncul, silakan hubungi helpdesk di akun peserta atau admin di 0811-1707-1205 ya kak 🙏😊
"
Asalamualaikum inih sudah hari H kok gk masuk grub buat daring pak diklat rating,"Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
" min, mau tanya untuk updating 3 Management apakah harus wajib mengikuti daring/belajar online dikarenakan yang bersangkutan masih  posisi berlayar dan jarang mendapatkan sinyal ..mohon informasi'nya terima kasih",benar ka untuk updating diharuskan peserta mengikuti pembelajarannya yang dilakksanakan secara daring ya 😊
",
Sampai tgl berapa buka pendaftaran diklat IV buka?","untuk jadwal diklat silakan cek secara berkala di website 👉 diklat.bp2tl.ac.id, apabila belum tersedia atau masih kosong berarti jadwal belum dibuka, update juga diinformasikan melalui sosial media resmi BP2TL, dan untuk informasi lebih lanjut dapat menghubungi admin di +62 811-1707-1205 🙏"
"met pagi kak admin mau tanya , untuk pendaftaran DP III Angkatan 10 kapan pembukaan nya ya kak, apakah itu sama dengan yg program blended sekarang ya kak mohon pencerahannya ya kak.

saya mau daftar online tapi saya harus pilih yg blended itu apa yg angkatan 10 ya kak , apakah itu sama saja mohon pencerahannya ya kak 🙏, supaya saya ngak bingung","
iya sama kak, bisa daftar juga ya untuk DP III nya ☺️
Blended itu metode belajarnya ya kak, jadi untuk teorinya dilaksanakan secara daring, sementara untuk praktek, ujian dan wisudanya wajib tatap muka"
"Nama IRFAN RAHMAN peserta diklat,Mohon ijin bertanya pak/ibu mengenai Diklat updating ATT III operasional ke manajemen untuk Diklat periode tanggal 25.03.2024 hari diklatnya sdh hari ini,mohon ijin untuk info lebih lanjutnya karena saya belum bergabung di grub sama teman-teman
Sekian dan terimakasih 🙏🏻","Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
" kak. . Saya izin bertanya mengenai pendaftaran BST-Niaga. Nah pada link tersebut kan terdapat 3 pilihan BST. Pertama BST nya saja, kedua BST-KLM dan yang ketiga BST-Kerjasama. Nah untuk pendaftaran BST-Niaga itu kita harus memilih dari 3 kategori di atas itu yang mana? Mohon arahannya. Terima kasih 🙏", pilih yang BSTnya saja ya kak
"Assalamualaikum admin
Saya diklat updating ANT 3 
Saya sudah daftar online tapi belum masuk grup
Mohon arahannya min. Terimakasih","Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
"
Bisa di bantu untuk perubahan tanggal lahir karena di acound BP2TL Salah
Id : 6552353381 (Darkino ) 
TTL yang benar  15 may 1992",Terkait hal tersebut dapat WA Admin diklat pelaut +62 811-1707-1205. Terimakasih
